Account ID,,,,,,,,,,,,,
43546666-87bf-47d5-ac3c-735186a6dfe1,,,,,,,,,,,,,
Reporting Period,Accounting Period,Artist(s),Release,Track,UPC,ISRC,Partner,Country,Type,Units,Revenue (USD),Revenue Share (%),Split Pay Share (%)
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Apple Music,US,Unknown Stream,1,0.0045192,80,100
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Amazon Music,IT,Sub Stream,1,0.001415,80,100
2023-12,2024-02,,,Quizás Podemos,,QZMHK2399859,YouTube Music,MX,YouTube Music Ad Views,1,0,80,100
2023-12,2024-02,,,Sé Que,,QZMHN2381628,YouTube Music,MX,YouTube Music Ad Views,1,0,80,100
2024-01,2024-03,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,DE,Unknown Stream,10,0.0100334,80,100
2024-01,2024-03,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,MX,Unknown Stream,1,0.0009645,80,100
2024-01,2024-03,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,US,Unknown Stream,9,0.0304857,80,100
2024-01,2024-03,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Spotify,US,Unknown Stream,6,0.0253991,80,100
2024-01,2024-03,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Spotify,US,Unknown Stream,5,0.0232881,80,100
2024-01,2024-03,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Spotify,US,Unknown Stream,9,0.039372,80,100
2024-01,2024-03,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Spotify,US,Unknown Stream,8,0.037261,80,100
2024-01,2024-03,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Spotify,US,Unknown Stream,7,0.0326034,80,100
2024-01,2024-03,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Spotify,US,Unknown Stream,6,0.0253991,80,100
2024-01,2024-03,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,US,Unknown Stream,5,0.0232881,80,100
2024-01,2024-03,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Spotify,US,Unknown Stream,8,0.0346112,80,100
2024-01,2024-03,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Amazon Music,IT,Sub Stream,1,0.0009507,80,100
2024-01,2024-03,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Amazon Music,IT,Sub Stream,1,0.0009507,80,100
2024-01,2024-03,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Amazon Music,IT,Sub Stream,1,0.0009507,80,100
2024-01,2024-03,,,Sé Que,,QZMHN2381628,YouTube Music,PE,YouTube Music Ad Views,1,0,80,100
2024-01,2024-03,,,Tú y Yo,,QZS652388451,YouTube Music,DO,YouTube Music Ad Views,1,0.0004074,80,100
2024-01,2024-03,,,Tú y Yo,,QZS652388451,YouTube Music,US,YouTube Music Ad Views,1,0,80,100
2024-01,2024-03,,,Quédate,,QM42K2355071,YouTube Music,DZ,YouTube Music Ad Views,1,0,80,100
2024-01,2024-03,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Apple Music,US,Unknown Stream,2,0.0139472,80,100
2024-01,2024-03,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Apple Music,US,Unknown Stream,2,0.0139472,80,100
2024-01,2024-03,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Apple Music,US,Unknown Stream,1,0.0069736,80,100
2024-02,2024-04,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Boomplay,TZ,Unknown Stream,1,0.0006336,80,100
2024-02,2024-04,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,DE,Unknown Stream,5,0.0054261,80,100
2024-02,2024-04,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,US,Unknown Stream,5,0.0229652,80,100
2024-02,2024-04,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Spotify,US,Unknown Stream,4,0.0183722,80,100
2024-02,2024-04,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Spotify,US,Unknown Stream,2,0.0091861,80,100
2024-02,2024-04,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Spotify,US,Unknown Stream,3,0.0137791,80,100
2024-02,2024-04,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Spotify,US,Unknown Stream,5,0.020286,80,100
2024-02,2024-04,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Spotify,US,Unknown Stream,6,0.0250447,80,100
2024-02,2024-04,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Spotify,US,Unknown Stream,2,0.0091861,80,100
2024-02,2024-04,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,US,Unknown Stream,2,0.0091861,80,100
2024-02,2024-04,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Spotify,PL,Unknown Stream,1,0.0009971,80,100
2024-02,2024-04,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Spotify,US,Unknown Stream,4,0.0183722,80,100
2024-02,2024-04,,,Quizás Podemos,,QZMHK2399859,YouTube Music,US,YouTube Music Ad Views,2,0,80,100
2024-02,2024-04,,,A Ver,,QM42K2309623,YouTube Music,BR,YouTube Music Ad Views,1,0,80,100
2024-02,2024-04,,,Sin Tiempo,,QM42K2355776,YouTube Music,BR,YouTube Music Ad Views,1,0,80,100
2024-02,2024-04,,,Tú y Yo,,QZS652388451,YouTube Music,BR,YouTube Music Ad Views,1,0,80,100
2024-02,2024-04,,,Tú y Yo,,QZS652388451,YouTube Music,EC,YouTube Music Ad Views,1,0,80,100
2024-02,2024-04,,,Tú y Yo,,QZS652388451,YouTube Music,ES,YouTube Music Ad Views,1,0.0016052,80,100
2024-02,2024-04,,,Tú y Yo,,QZS652388451,YouTube Music,MX,YouTube Music Ad Views,0,0.0007405,80,100
2024-02,2024-04,,,Quédate,,QM42K2355071,YouTube Music,US,YouTube Music Ad Views,2,0.0035167,80,100
2024-02,2024-04,,,Déjenme,,QZS632379385,YouTube Music,BR,YouTube Music Ad Views,1,0,80,100
2024-02,2024-04,,,La Vida es Una Muerte Que Viene,,QZS642379955,YouTube Music,BR,YouTube Music Ad Views,1,0,80,100
2024-02,2024-04,,,La Vida es Una Muerte Que Viene,,QZS642379955,YouTube Music,US,YouTube Music Ad Views,2,0,80,100
2024-02,2024-04,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Apple Music,US,Unknown Stream,1,0.0065944,80,100
2024-02,2024-04,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Apple Music,US,Unknown Stream,1,0.0040816,80,100
2024-02,2024-04,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Apple Music,MX,Unknown Stream,1,0.0034686,80,100
2024-02,2024-04,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Apple Music,US,Unknown Stream,2,0.0131888,80,100
2024-02,2024-04,,,Tú y Yo,,QZS652388451,YouTube Music,US,YouTube Music Sub Views,1,0.0132272,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,DE,Unknown Stream,7,0.007875,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,PH,Unknown Stream,1,0.0011823,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,SK,Unknown Stream,1,0.0011923,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,US,Unknown Stream,4,0.0108218,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Spotify,US,Unknown Stream,2,0.0066547,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Spotify,US,Unknown Stream,4,0.008334,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Spotify,HU,Unknown Stream,1,0.000052,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Spotify,SE,Unknown Stream,1,0.0050755,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Spotify,US,Unknown Stream,4,0.0157972,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Spotify,SE,Unknown Stream,1,0.0050755,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Spotify,US,Unknown Stream,5,0.0178807,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Spotify,US,Unknown Stream,3,0.011226,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Spotify,US,Unknown Stream,7,0.0295109,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,US,Unknown Stream,1,0.0045712,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Spotify,US,Unknown Stream,1,0.0045712,80,100
2024-03,2024-05,,,La Vida es Una Muerte Que Viene,,QZS642379955,YouTube Music,BO,YouTube Music Ad Views,1,0.0004108,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Amazon Music,FR,Sub Stream,1,0.0014678,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Amazon Music,FR,Sub Stream,1,0.0014678,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Amazon Music,FR,Sub Stream,1,0.0014678,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Apple Music,US,Unknown Stream,1,0.0033296,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Apple Music,US,Unknown Stream,1,0.0033296,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Apple Music,US,Unknown Stream,1,0.0033296,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Apple Music,US,Unknown Stream,1,0.0033296,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Apple Music,US,Unknown Stream,2,0.0077792,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Apple Music,CR,Unknown Stream,1,0.005228,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Apple Music,US,Unknown Stream,1,0.0033296,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Apple Music,US,Unknown Stream,2,0.0077792,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Apple Music,US,Unknown Stream,1,0.0033296,80,100
2024-03,2024-05,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Apple Music,US,Unknown Stream,1,0.0033296,80,100
2024-04,2024-06,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Apple Music,US,Unknown Stream,1,0.0030912,80,100
2024-04,2024-06,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Apple Music,US,Unknown Stream,3,0.0136448,80,100
2024-04,2024-06,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Apple Music,US,Unknown Stream,1,0.0030912,80,100
2024-04,2024-06,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Apple Music,US,Unknown Stream,1,0.0030912,80,100
2024-04,2024-06,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Apple Music,US,Unknown Stream,2,0.0061824,80,100
2024-04,2024-06,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Apple Music,US,Unknown Stream,1,0.0030912,80,100
2024-04,2024-06,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Apple Music,US,Unknown Stream,1,0.0030912,80,100
2024-04,2024-06,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Apple Music,US,Unknown Stream,1,0.0030912,80,100
2024-04,2024-06,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Apple Music,US,Unknown Stream,2,0.0061824,80,100
2024-05,2024-07,,,Tú y Yo,,QZS652388451,YouTube Music,CO,YouTube Music Ad Views,1,0,80,100
2024-06,2024-08,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Apple Music,US,Unknown Stream,1,0.0070872,80,100
2024-06,2024-08,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Apple Music,US,Unknown Stream,1,0.003772,80,100
2024-06,2024-08,,,Déjenme,,QZS632379385,YouTube Music,CO,YouTube Music Ad Views,1,0,80,100
2024-06,2024-08,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,MediaNet,US,Unknown Stream,1,0.0017089,80,100
2024-07,2024-09,,,Quizás Podemos,,QZMHK2399859,YouTube Music,MX,YouTube Music Ad Views,1,0,80,100
2024-07,2024-09,,,Sin Tiempo,,QM42K2355776,YouTube Music,CR,YouTube Music Ad Views,0,0.0004754,80,100
2024-07,2024-09,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Apple Music,US,Unknown Stream,1,0.0032944,80,100
2024-07,2024-09,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Apple Music,US,Unknown Stream,1,0.0032944,80,100
2024-07,2024-09,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Apple Music,US,Unknown Stream,1,0.0032944,80,100
2024-07,2024-09,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Apple Music,US,Unknown Stream,2,0.0105888,80,100
2024-07,2024-09,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Apple Music,US,Unknown Stream,1,0.0032944,80,100
2024-07,2024-09,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Apple Music,US,Unknown Stream,1,0.0032944,80,100
2024-08,2024-10,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Pandora,US,Unknown Stream,3,0.0132425,80,100
2024-08,2024-10,,,Sé Que,,QZMHN2381628,YouTube Music,GT,YouTube Music Ad Views,1,0,80,100
2024-08,2024-10,,,Tú y Yo,,QZS652388451,YouTube Music,GT,YouTube Music Ad Views,1,0,80,100
2024-08,2024-10,,,Quédate,,QM42K2355071,YouTube Music,GT,YouTube Music Ad Views,1,0,80,100
2024-08,2024-10,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Qobuz,FR,Track Download,1,0.009291,80,100
2024-09,2024-11,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Apple Music,US,Unknown Stream,1,0.0032392,80,100
2024-09,2024-11,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Apple Music,US,Unknown Stream,2,0.006916,80,100
2024-09,2024-11,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Apple Music,US,Unknown Stream,2,0.006916,80,100
2024-09,2024-11,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Apple Music,US,Unknown Stream,1,0.0032392,80,100
2024-09,2024-11,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Apple Music,US,Unknown Stream,1,0.0032392,80,100
2024-09,2024-11,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Apple Music,US,Unknown Stream,2,0.006916,80,100
2024-09,2024-11,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Apple Music,US,Unknown Stream,1,0.0032392,80,100
2024-09,2024-11,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Apple Music,US,Unknown Stream,1,0.0032392,80,100
2024-09,2024-11,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Apple Music,US,Unknown Stream,1,0.0032392,80,100
2024-10,2024-12,,,Quizás Podemos,,QZMHK2399859,YouTube Music,BR,YouTube Music Ad Views,1,0,80,100
2024-10,2024-12,,,Sé Que,,QZMHN2381628,YouTube Music,MA,YouTube Music Ad Views,1,0,80,100
2024-10,2024-12,,,Sé Que,,QZMHN2381628,YouTube Music,PE,YouTube Music Ad Views,1,0,80,100
2024-10,2024-12,,,La Vida es Una Muerte Que Viene,,QZS642379955,YouTube Music,BR,YouTube Music Ad Views,2,0,80,100
2024-10,2024-12,,,La Vida es Una Muerte Que Viene,,QZS642379955,YouTube Music,US,YouTube Music Ad Views,1,0,80,100
2024-10,2024-12,,,Otro Mundo,,QZMHL2318427,YouTube Music,DO,YouTube Music Ad Views,1,0.0001583,80,100
2024-10,2024-12,,,Otro Mundo,,QZMHL2318427,YouTube Music,IN,YouTube Music Ad Views,1,0,80,100
2024-10,2024-12,,,Otro Mundo,,QZMHL2318427,YouTube Music,TR,YouTube Music Ad Views,1,0,80,100
2024-10,2024-12,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Amazon Music,US,Sub Stream,1,0.010656,80,100
2024-10,2024-12,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Apple Music,US,Unknown Stream,1,0.0067688,80,100
2024-11,2025-01,,,Sin Tiempo,,QM42K2355776,YouTube Music,PE,YouTube Music Ad Views,1,0,80,100
2024-11,2025-01,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Apple Music,US,Unknown Stream,1,0.003304,80,100
2024-11,2025-01,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Apple Music,US,Unknown Stream,1,0.003304,80,100
2024-11,2025-01,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Apple Music,US,Unknown Stream,2,0.0099592,80,100
2024-11,2025-01,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Apple Music,US,Unknown Stream,1,0.003304,80,100
2024-11,2025-01,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Apple Music,US,Unknown Stream,1,0.003304,80,100
2024-11,2025-01,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Apple Music,US,Unknown Stream,2,0.0099592,80,100
2024-11,2025-01,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Apple Music,US,Unknown Stream,1,0.003304,80,100
2024-12,2025-02,,,Sin Tiempo,,QM42K2355776,YouTube Music,PY,YouTube Music Ad Views,1,0,80,100
2024-12,2025-02,,,Déjenme,,QZS632379385,YouTube Music,BR,YouTube Music Ad Views,1,0,80,100
2024-12,2025-02,,,Otro Mundo,,QZMHL2318427,YouTube Music,ID,YouTube Music Ad Views,1,0,80,100
2024-12,2025-02,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Apple Music,US,Unknown Stream,1,0.0069736,80,100
2024-12,2025-02,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Facebook,AU,Unknown Stream,1,0.0000084,80,100
2024-12,2025-02,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Facebook,CA,Unknown Stream,1,0.0000061,80,100
2024-12,2025-02,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Facebook,US,Unknown Stream,19,0.000332,80,100
2024-12,2025-02,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Facebook,,Unknown Stream,1,0.0002632,80,100
2025-01,2025-03,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Apple Music,US,Unknown Stream,1,0.0069936,80,100
2025-01,2025-03,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Apple Music,US,Unknown Stream,1,0.0069936,80,100
2025-02,2025-04,,,Sin Tiempo,,QM42K2355776,YouTube Music,BG,YouTube Music Ad Views,1,0,80,100
2025-02,2025-04,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Apple Music,US,Unknown Stream,1,0.006564,80,100
2025-01,2025-04,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Facebook,BR,Unknown Stream,1,0.0000009,80,100
2025-02,2025-04,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Facebook,US,Unknown Stream,7,0.0001206,80,100
2025-02,2025-04,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Facebook,,Unknown Stream,1,0.0002533,80,100
2025-03,2025-05,,,Sin Tiempo,,QM42K2355776,YouTube Music,BR,YouTube Music Ad Views,1,0,80,100
2025-03,2025-05,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Facebook,US,Unknown Stream,1,0.0000168,80,100
2025-03,2025-05,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Facebook,BR,Unknown Stream,1,0.0000009,80,100
2025-03,2025-05,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Facebook,NL,Unknown Stream,1,0.0000064,80,100
2025-03,2025-05,,,Quizás Podemos,,QZMHK2399859,YouTube Music,US,YouTube Music Sub Views,1,0.0055329,80,100
2025-03,2025-05,,,A Ver,,QM42K2309623,YouTube Music,BR,YouTube Music Sub Views,1,0,80,100
2025-03,2025-05,,,A Ver,,QM42K2309623,YouTube Music,US,YouTube Music Sub Views,3,0.0165988,80,100
2025-03,2025-05,,,Tú y Yo,,QZS652388451,YouTube Music,CO,YouTube Music Sub Views,4,0,80,100
2025-03,2025-05,,,Tú y Yo,,QZS652388451,YouTube Music,US,YouTube Music Sub Views,2,0.0110659,80,100
2025-03,2025-05,,,Déjenme,,QZS632379385,YouTube Music,US,YouTube Music Sub Views,1,0.0055329,80,100
2025-03,2025-05,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Apple Music,US,Unknown Stream,1,0.0070064,80,100
2025-04,2025-06,,,Sin Tiempo,,QM42K2355776,YouTube Music,BE,Content ID - Sound Recording Ad Views,1,0,80,100
2025-04,2025-06,,,Sin Tiempo,,QM42K2355776,YouTube Music,CZ,Content ID - Sound Recording Ad Views,1,0,80,100
2025-04,2025-06,,,Sin Tiempo,,QM42K2355776,YouTube Music,DE,Content ID - Sound Recording Ad Views,1,0,80,100
2025-04,2025-06,,,Sin Tiempo,,QM42K2355776,YouTube Music,MD,Content ID - Sound Recording Ad Views,1,0,80,100
2025-04,2025-06,,,Sin Tiempo,,QM42K2355776,YouTube Music,NL,Content ID - Sound Recording Ad Views,1,0,80,100
2025-04,2025-06,,,Sin Tiempo,,QM42K2355776,YouTube Music,RU,Content ID - Sound Recording Ad Views,11,0,80,100
2025-04,2025-06,,,Sin Tiempo,,QM42K2355776,YouTube Music,UA,Content ID - Sound Recording Ad Views,4,0,80,100
2025-04,2025-06,,,Quizás Podemos,,QZMHK2399859,YouTube Music,US,YouTube Music Sub Views,3,0.0168715,80,100
2025-04,2025-06,,,Sin Tiempo,,QM42K2355776,YouTube Music,US,YouTube Music Sub Views,1,0.0056238,80,100
2025-04,2025-06,,,Sé Que,,QZMHN2381628,YouTube Music,US,YouTube Music Sub Views,2,0.0112476,80,100
2025-04,2025-06,,,Tú y Yo,,QZS652388451,YouTube Music,US,YouTube Music Sub Views,5,0.0281191,80,100
2025-04,2025-06,,,Quédate,,QM42K2355071,YouTube Music,US,YouTube Music Sub Views,1,0.0056238,80,100
2025-04,2025-06,,,La Vida es Una Muerte Que Viene,,QZS642379955,YouTube Music,US,YouTube Music Sub Views,1,0.0056238,80,100
2025-04,2025-06,,,Otro Mundo,,QZMHL2318427,YouTube Music,US,YouTube Music Sub Views,1,0.0056238,80,100
2025-04,2025-06,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Apple Music,US,Unknown Stream,1,0.0074184,80,100
2025-04,2025-06,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Apple Music,US,Unknown Stream,2,0.0126592,80,100
2025-05,2025-07,,,Sin Tiempo,,QM42K2355776,YouTube Music,RU,Content ID - Sound Recording Ad Views,1,0,80,100
2025-05,2025-07,,,Sin Tiempo,,QM42K2355776,YouTube Music,UA,Content ID - Sound Recording Ad Views,1,0,80,100
2025-05,2025-07,,,Sin Tiempo,,QM42K2355776,YouTube Music,UA,Content ID - Sound Recording Sub Views,1,0.0000115,80,100
2025-05,2025-07,,,Tú y Yo,,QZS652388451,YouTube Music,US,YouTube Music Sub Views,1,0.0054742,80,100
2025-04,2025-07,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Facebook,AR,Unknown Stream,2,0.0000028,80,100
2025-04,2025-07,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Facebook,BR,Unknown Stream,8,0.0000075,80,100
2025-04,2025-07,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Facebook,CA,Unknown Stream,1,0.0000067,80,100
2025-04,2025-07,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Facebook,PT,Unknown Stream,1,0.0000017,80,100
2025-04,2025-07,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Facebook,US,Unknown Stream,2,0.0000353,80,100
