Account ID,,,,,,,,,,,,,
43546666-87bf-47d5-ac3c-735186a6dfe1,,,,,,,,,,,,,
Reporting Period,Accounting Period,Artist(s),Release,Track,UPC,ISRC,Partner,Country,Type,Units,Revenue (USD),Revenue Share (%),Split Pay Share (%)
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Spotify,US,Unknown Stream,42,0.1091808,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Spotify,PT,Unknown Stream,1,0.001348,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Spotify,SE,Unknown Stream,1,0.0024758,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Spotify,US,Unknown Stream,40,0.1005718,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,DE,Unknown Stream,11,0.0206796,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,ES,Unknown Stream,2,0.0027499,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,GB,Unknown Stream,1,0.0029457,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,MX,Unknown Stream,1,0.0010792,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,NL,Unknown Stream,1,0.0022641,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,PH,Unknown Stream,1,0.0005172,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,PL,Unknown Stream,1,0.0000856,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,SE,Unknown Stream,1,0.0024758,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,US,Unknown Stream,37,0.0908634,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Spotify,SE,Unknown Stream,1,0.0024758,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Spotify,US,Unknown Stream,32,0.0741517,80,100
2023-06,2023-08,,,Tú y Yo,,QZS652388451,YouTube Music,MX,YouTube Music Ad Views,2,0,80,100
2023-06,2023-08,,,Tú y Yo,,QZS652388451,YouTube Music,US,YouTube Music Ad Views,3,0.00152,80,100
2023-06,2023-08,,,Quédate,,QM42K2355071,YouTube Music,US,YouTube Music Ad Views,1,0,80,100
2023-06,2023-08,,,La Vida es Una Muerte Que Viene,,QZS642379955,YouTube Music,US,YouTube Music Ad Views,1,0.0029064,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Apple Music,US,Unknown Stream,3,0.0099072,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Apple Music,US,Unknown Stream,15,0.0498312,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Apple Music,US,Unknown Stream,3,0.0104,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Apple Music,US,Unknown Stream,15,0.0498312,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Apple Music,US,Unknown Stream,17,0.0561408,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Apple Music,US,Unknown Stream,17,0.056436,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Apple Music,US,Unknown Stream,4,0.016484,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Apple Music,US,Unknown Stream,14,0.049508,80,100
2023-06,2023-08,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Apple Music,US,Unknown Stream,2,0.0066048,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,AR,Unknown Stream,1,0.0009095,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,DE,Unknown Stream,9,0.0118205,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,US,Unknown Stream,25,0.0659649,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Spotify,PE,Unknown Stream,1,0.0006497,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Spotify,US,Unknown Stream,23,0.0584596,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Spotify,PE,Unknown Stream,3,0.0019492,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Spotify,US,Unknown Stream,20,0.0479197,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Spotify,PE,Unknown Stream,3,0.0019492,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Spotify,US,Unknown Stream,24,0.0595681,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Spotify,US,Unknown Stream,36,0.1096516,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Spotify,US,Unknown Stream,23,0.056297,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Spotify,US,Unknown Stream,23,0.0574965,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,AU,Unknown Stream,1,0.0027844,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,DE,Unknown Stream,20,0.0375211,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,PE,Unknown Stream,4,0.002599,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,US,Unknown Stream,25,0.064383,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Spotify,PE,Unknown Stream,3,0.0019492,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Spotify,US,Unknown Stream,21,0.0521539,80,100
2023-07,2023-09,,,Sin Tiempo,,QM42K2355776,YouTube Music,MX,YouTube Music Ad Views,1,0.0005,80,100
2023-07,2023-09,,,Sé Que,,QZMHN2381628,YouTube Music,MX,YouTube Music Ad Views,1,0,80,100
2023-07,2023-09,,,Tú y Yo,,QZS652388451,YouTube Music,GT,YouTube Music Ad Views,1,0,80,100
2023-07,2023-09,,,Tú y Yo,,QZS652388451,YouTube Music,MX,YouTube Music Ad Views,1,0,80,100
2023-07,2023-09,,,Quédate,,QM42K2355071,YouTube Music,VE,YouTube Music Ad Views,1,0,80,100
2023-07,2023-09,,,Déjenme,,QZS632379385,YouTube Music,PE,YouTube Music Ad Views,2,0.0008352,80,100
2023-07,2023-09,,,Otro Mundo,,QZMHL2318427,YouTube Music,FR,YouTube Music Ad Views,0,0.0013288,80,100
2023-07,2023-09,,,Otro Mundo,,QZMHL2318427,YouTube Music,MX,YouTube Music Ad Views,1,0,80,100
2023-07,2023-09,,,Otro Mundo,,QZMHL2318427,YouTube Music,US,YouTube Music Ad Views,1,0.0071328,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Apple Music,US,Unknown Stream,1,0.0060896,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Apple Music,US,Unknown Stream,1,0.0034128,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Apple Music,US,Unknown Stream,1,0.0060896,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Apple Music,US,Unknown Stream,1,0.0069904,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Apple Music,US,Unknown Stream,1,0.0060896,80,100
2023-07,2023-09,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Facebook,,Unknown Stream,1,0.0008276,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,DE,Unknown Stream,7,0.0097479,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,ID,Unknown Stream,1,0.0003815,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,PE,Unknown Stream,1,0.0006328,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,US,Unknown Stream,17,0.0360662,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Spotify,US,Unknown Stream,16,0.0342442,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Spotify,US,Unknown Stream,16,0.0332996,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Spotify,AR,Unknown Stream,1,0.0006759,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Spotify,SE,Unknown Stream,1,0.0046215,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Spotify,US,Unknown Stream,18,0.0415694,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Spotify,US,Unknown Stream,21,0.052085,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Spotify,AR,Unknown Stream,1,0.0006759,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Spotify,SE,Unknown Stream,2,0.0092431,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Spotify,US,Unknown Stream,19,0.0435767,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Spotify,US,Unknown Stream,18,0.0415694,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,DE,Unknown Stream,2,0.005276,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,MX,Unknown Stream,1,0.0010811,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,US,Unknown Stream,17,0.0374345,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Spotify,US,Unknown Stream,19,0.0457044,80,100
2023-08,2023-10,,,Otro Mundo,,QZMHL2318427,YouTube Music,US,YouTube Music Sub Views,1,0.0066696,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Apple Music,US,Unknown Stream,2,0.011712,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Apple Music,US,Unknown Stream,2,0.0127088,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Apple Music,FR,Unknown Stream,1,0.0073807,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Apple Music,US,Unknown Stream,1,0.005856,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Apple Music,US,Unknown Stream,1,0.005856,80,100
2023-08,2023-10,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Apple Music,US,Unknown Stream,1,0.005856,80,100
2023-08,2023-10,,,Tú y Yo,,QZS652388451,YouTube Music,PE,YouTube Music Ad Views,1,0,80,100
2023-08,2023-10,,,Déjenme,,QZS632379385,YouTube Music,FR,YouTube Music Ad Views,1,0,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,CL,Unknown Stream,1,0.000059,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,DE,Unknown Stream,7,0.0102393,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,PE,Unknown Stream,1,0.0006256,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,US,Unknown Stream,57,0.1655709,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Spotify,US,Unknown Stream,55,0.154225,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Spotify,US,Unknown Stream,62,0.1865547,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Spotify,US,Unknown Stream,76,0.2425581,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Spotify,JP,Unknown Stream,1,0.0027099,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Spotify,US,Unknown Stream,71,0.2253629,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Spotify,US,Unknown Stream,68,0.2071466,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Spotify,US,Unknown Stream,71,0.2244394,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,US,Unknown Stream,66,0.2044567,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Spotify,US,Unknown Stream,54,0.1521443,80,100
2023-09,2023-11,,,Sé Que,,QZMHN2381628,YouTube Music,MX,YouTube Music Ad Views,1,0,80,100
2023-09,2023-11,,,Déjenme,,QZS632379385,YouTube Music,DO,YouTube Music Ad Views,1,0,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Apple Music,US,Unknown Stream,2,0.006616,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Apple Music,US,Unknown Stream,2,0.0101528,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Apple Music,US,Unknown Stream,2,0.0078768,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Apple Music,US,Unknown Stream,1,0.003308,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Apple Music,US,Unknown Stream,1,0.003308,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Apple Music,US,Unknown Stream,2,0.0101528,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Apple Music,US,Unknown Stream,1,0.003308,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Apple Music,US,Unknown Stream,1,0.003308,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Apple Music,US,Unknown Stream,1,0.003308,80,100
2023-09,2023-11,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Amazon Music,GB,Sub Stream,1,0.0029273,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,CL,Unknown Stream,2,0.0008286,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,CO,Unknown Stream,1,0.0006279,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,DE,Unknown Stream,42,0.0734464,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,ES,Unknown Stream,1,0.0036479,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,US,Unknown Stream,16,0.0401726,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Spotify,US,Unknown Stream,10,0.0212937,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Spotify,US,Unknown Stream,13,0.0340465,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Spotify,US,Unknown Stream,19,0.0561476,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Spotify,US,Unknown Stream,21,0.0570153,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Spotify,US,Unknown Stream,15,0.0369509,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Spotify,US,Unknown Stream,18,0.048122,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,US,Unknown Stream,14,0.0423372,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Spotify,US,Unknown Stream,11,0.023423,80,100
2023-10,2023-12,,,Quédate,,QM42K2355071,YouTube Music,BO,YouTube Music Ad Views,1,0,80,100
2023-10,2023-12,,,Otro Mundo,,QZMHL2318427,YouTube Music,MX,YouTube Music Ad Views,2,0,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Apple Music,US,Unknown Stream,2,0.0114568,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Apple Music,US,Unknown Stream,2,0.0088976,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Apple Music,US,Unknown Stream,2,0.0088976,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Apple Music,US,Unknown Stream,1,0.0044488,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Apple Music,US,Unknown Stream,1,0.0044488,80,100
2023-10,2023-12,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Anghami,EG,Sub Stream,1,0.0004402,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,BE,Unknown Stream,1,0.0045797,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,DE,Unknown Stream,39,0.0761159,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,GB,Unknown Stream,1,0.0020854,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,MX,Unknown Stream,1,0.0009632,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,PE,Unknown Stream,1,0.0005976,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,US,Unknown Stream,21,0.0503123,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Spotify,US,Unknown Stream,17,0.0358359,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Spotify,PE,Unknown Stream,1,0.0005976,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Spotify,US,Unknown Stream,20,0.0478587,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Spotify,US,Unknown Stream,19,0.0451431,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Spotify,US,Unknown Stream,22,0.051766,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Spotify,US,Unknown Stream,19,0.0441741,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Spotify,US,Unknown Stream,18,0.0404895,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,DE,Unknown Stream,1,0.0042693,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,US,Unknown Stream,19,0.0435508,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Spotify,PE,Unknown Stream,1,0.0005976,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Spotify,US,Unknown Stream,17,0.0358359,80,100
2023-11,2024-01,,,Otro Mundo,,QZMHL2318427,YouTube Music,IL,YouTube Music Sub Views,1,0.0059312,80,100
2023-11,2024-01,,,Tú y Yo,,QZS652388451,YouTube Music,PT,YouTube Music Ad Views,1,0,80,100
2023-11,2024-01,,,Quédate,,QM42K2355071,YouTube Music,US,YouTube Music Ad Views,1,0.0050732,80,100
2023-11,2024-01,,,La Vida es Una Muerte Que Viene,,QZS642379955,YouTube Music,MX,YouTube Music Ad Views,2,0,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,A Ver,7.34168E+11,QM42K2309623,Apple Music,US,Unknown Stream,2,0.007752,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Apple Music,US,Unknown Stream,1,0.003876,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Facebook,,Unknown Stream,1,0.0010068,80,100
2023-11,2024-01,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,NetEase,CN,Unknown Stream,2,0.0013711,80,100
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,AT,Unknown Stream,1,0.0021091,80,100
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,DE,Unknown Stream,15,0.0257967,80,100
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,PE,Unknown Stream,1,0.0006062,80,100
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,PH,Unknown Stream,1,0.0004294,80,100
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,Quizás Podemos,7.34168E+11,QZMHK2399859,Spotify,US,Unknown Stream,3,0.0061549,80,100
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Spotify,US,Unknown Stream,2,0.0056591,80,100
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Spotify,PE,Unknown Stream,1,0.0006062,80,100
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,Sé Que,7.34168E+11,QZMHN2381628,Spotify,US,Unknown Stream,2,0.0082449,80,100
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Spotify,US,Unknown Stream,4,0.0158862,80,100
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Spotify,US,Unknown Stream,1,0.0046063,80,100
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,La Vida es Una Muerte Que Viene,7.34168E+11,QZS642379955,Spotify,PE,Unknown Stream,1,0.0006062,80,100
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Spotify,PE,Unknown Stream,1,0.0006062,80,100
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,Otro Mundo,7.34168E+11,QZMHL2318427,Spotify,US,Unknown Stream,1,0.0046063,80,100
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,Sin Tiempo,7.34168E+11,QM42K2355776,Apple Music,US,Unknown Stream,1,0.0045192,80,100
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,Tú y Yo,7.34168E+11,QZS652388451,Apple Music,US,Unknown Stream,1,0.0072968,80,100
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,Quédate,7.34168E+11,QM42K2355071,Apple Music,US,Unknown Stream,2,0.0145936,80,100
2023-12,2024-02,,La Vida Es Una Muerte Que Viene,Déjenme,7.34168E+11,QZS632379385,Apple Music,US,Unknown Stream,2,0.0145936,80,100
