Date Inserted	Reporting Date	Sale Month	Store	Artist	Title	ISRC	UPC	Quantity	Team Percentage	Song/Album	Country of Sale	Songwriter Royalties Withheld (USD)	Earnings (USD)	Recoup (USD)
2024-03-05	2024-03-05	2024-01	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	4	100	Song	OU	0	0.00004252	0.00000000
2024-03-05	2024-03-05	2024-01	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	7	100	Song	US	0	0.00007441	0.00000000
2024-03-05	2024-03-05	2024-01	Facebook	Nuve	Umbra (Es Hermoso)	QZFYW2138572	195920987712	6	100	Song	OU	0	0.00006378	0.00000000
2024-03-03	2024-03-03	2023-12	Apple Music	The Face	Mercury Will Burn First (feat. Matthew Houston)	QZFYW2139640	195920981253	1	100	Song	FR	0	0.00924049	0.00000000
2024-03-03	2024-03-03	2023-12	Apple Music	The Face	Karmalized Catastrophe (feat. Brittany Harris)	QZFYW2139635	195920981253	3	100	Song	US	0	0.01439205	0.00000000
2024-02-29	2024-02-29	2023-12	Spotify	The Face	Anomie	QZFYW2139631	195920981253	1	100	Song	US	0	0.00548600	0.00000000
2024-02-28	2024-02-28	2023-12	Spotify	Nuve	Umbra (Es Hermoso)	QZFYW2138572	195920987712	1	100	Song	BR	0	0.00121094	0.00000000
2024-02-25	2024-02-25	2023-11	TikTok	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	GH	0	0.00079889	0.00000000
2024-02-16	2024-02-16	2023-12	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	2	100	Song	GB	0	0.02243485	0.00000000
2024-02-16	2024-02-16	2023-12	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	4	100	Song	US	0	0.03961426	0.00000000
2024-02-16	2024-02-16	2023-12	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	2	100	Song	CA	0	0.00292578	0.00000000
2024-02-16	2024-02-16	2023-12	Amazon Prime (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	3	100	Song	US	0	0.01030346	0.00000000
2024-02-14	2024-02-14	2023-12	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	2	100	Song	OU	0	0.00002188	0.00000000
2024-02-14	2024-02-14	2023-12	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	3	100	Song	US	0	0.00003282	0.00000000
2024-02-14	2024-02-14	2023-12	Facebook	Nuve	Umbra (Es Hermoso)	QZFYW2138572	195920987712	3	100	Song	OU	0	0.00003282	0.00000000
2024-02-05	2024-02-05	2023-12	Tidal	The Face	La Piel de la Memoria	QZFYW2139641	195920981253	1	100	Song	CA	0	0.00763376	0.00000000
2024-02-08	2024-02-08	2023-11	Spotify	The Face	Anesthesia	QZPLR2080226	195920977126	1	100	Song	TR	0	0.00059668	0.00000000
2024-02-08	2024-02-08	2023-11	Spotify	The Face	Baby with a Mustache	QZFYW2139633	195920981253	2	100	Song	SE	0	0.01118963	0.00000000
2024-02-08	2024-02-08	2023-11	Spotify	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	CH	0	0.00062893	0.00000000
2024-02-08	2024-02-08	2023-11	Spotify	Nuve	The New Cult	QZFYW2139615	195920988948	1	100	Song	ES	0	0.00044187	0.00000000
2024-02-08	2024-02-08	2023-11	Spotify	Nuve	DeBachin	QZFYW2139613	195920988948	1	100	Song	ES	0	0.00044187	0.00000000
2024-01-28	2024-01-28	2023-11	Spotify	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	GB	0	0.00585597	0.00000000
2024-01-27	2024-01-27	2023-11	Spotify	The Face	Time and Space	QZPLR2080225	195920977126	1	100	Song	US	0	0.00550500	0.00000000
2024-01-25	2024-01-25	2023-11	Apple Music	The Face	Dr. Caligari	QZPLR2080228	195920977126	3	100	Song	IT	0	0.03217392	0.00000000
2024-01-25	2024-01-25	2023-11	Apple Music	The Face	Mercury Will Burn First (feat. Matthew Houston)	QZFYW2139640	195920981253	2	100	Song	FR	0	0.00922651	0.00000000
2024-01-25	2024-01-25	2023-11	Apple Music	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	US	0	0.00420111	0.00000000
2024-01-24	2024-01-24	2023-11	Apple Music	The Face	Karmalized Catastrophe (feat. Brittany Harris)	QZFYW2139635	195920981253	1	100	Song	JP	0	0.00275744	0.00000000
2024-01-24	2024-01-24	2023-11	Apple Music	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	JP	0	0.00275744	0.00000000
2024-01-24	2024-01-24	2023-11	Apple Music	The Face	Anomie	QZFYW2139631	195920981253	1	100	Song	JP	0	0.00275744	0.00000000
2024-01-24	2024-01-24	2023-11	Apple Music	The Face	The Perplexed Circumstance	QZFYW2139630	195920981253	1	100	Song	JP	0	0.00275744	0.00000000
2024-01-19	2024-01-19	2023-11	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	GB	0	0.01016955	0.00000000
2024-01-19	2024-01-19	2023-11	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	2	100	Song	US	0	0.01766015	0.00000000
2024-01-19	2024-01-19	2023-11	Amazon Prime (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	ES	0	0.00121041	0.00000000
2024-01-19	2024-01-19	2023-11	Amazon Prime (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	GB	0	0.00384047	0.00000000
2024-01-19	2024-01-19	2023-11	Amazon Prime (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	US	0	0.00213680	0.00000000
2024-01-19	2024-01-19	2023-11	Amazon Prime (Streaming)	Nuve	Penumbra	QZFYW2138573	195920987712	1	100	Song	ES	0	0.00121041	0.00000000
2024-01-11	2024-01-11	2023-11	Tidal	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	IS	0	0.00594728	0.00000000
2024-01-03	2024-01-03	2023-11	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	4	100	Song	OU	0	0.00004984	0.00000000
2024-01-03	2024-01-03	2023-11	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	26	100	Song	US	0	0.00032394	0.00000000
2024-01-03	2024-01-03	2023-11	Facebook	Nuve	DeBachin	QZFYW2139613	195920988948	1	100	Song	US	0	0.00052206	0.00000000
2024-01-04	2024-01-04	2023-10	Spotify	The Face	Anesthesia	QZPLR2080226	195920977126	1	100	Song	TR	0	0.00062808	0.00000000
2024-01-04	2024-01-04	2023-10	Spotify	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	SE	0	0.00587092	0.00000000
2023-12-19	2023-12-19	2023-10	Amazon Unlimited (Streaming)	The Face	Out Loud Not Allowed	QZFYW2139634	195920981253	1	100	Song	US	0	0.00798021	0.00000000
2023-12-19	2023-12-19	2023-10	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	GB	0	0.01631349	0.00000000
2023-12-19	2023-12-19	2023-10	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	2	100	Song	US	0	0.02161319	0.00000000
2023-12-19	2023-12-19	2023-10	Amazon Prime (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	GB	0	0.00380652	0.00000000
2023-12-19	2023-12-19	2023-10	Amazon Prime (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	US	0	0.00213619	0.00000000
2023-12-19	2023-12-19	2023-10	Amazon Prime (Streaming)	Nuve	Achinthya	QZFYW2139612	195920988948	1	100	Song	DE	0	0.00185900	0.00000000
2023-12-07	2023-12-07	2023-10	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	11	100	Song	US	0	0.00011407	0.00000000
2023-12-07	2023-12-07	2023-10	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	OU	0	0.00001037	0.00000000
2023-12-07	2023-12-07	2023-10	Facebook	Nuve	Umbra (Es Hermoso)	QZFYW2138572	195920987712	2	100	Song	OU	0	0.00002074	0.00000000
2023-12-04	2023-12-04	2023-09	Apple Music	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	US	0	0.00474341	0.00000000
2023-11-29	2023-11-29	2023-09	Amazon Unlimited (Streaming)	The Face	La Piel de la Memoria	QZFYW2139641	195920981253	1	100	Song	JP	0	0.00880629	0.00000000
2023-11-29	2023-11-29	2023-09	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	GB	0	0.01910407	0.00000000
2023-11-29	2023-11-29	2023-09	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	6	100	Song	US	0	0.08164674	0.00000000
2023-11-29	2023-11-29	2023-09	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	CA	0	0.00341075	0.00000000
2023-11-29	2023-11-29	2023-09	Amazon Unlimited (Streaming)	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	FR	0	0.00900985	0.00000000
2023-11-29	2023-11-29	2023-09	Amazon Unlimited (Streaming)	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	JP	0	0.00880629	0.00000000
2023-11-29	2023-11-29	2023-09	Amazon Unlimited (Streaming)	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	US	0	0.01482971	0.00000000
2023-11-29	2023-11-29	2023-09	Amazon Prime (Streaming)	The Face	Confetti Memories	QZPLR2080224	195920977126	1	100	Song	US	0	0.00406405	0.00000000
2023-11-29	2023-11-29	2023-09	Amazon Prime (Streaming)	The Face	La Piel de la Memoria	QZFYW2139641	195920981253	1	100	Song	DE	0	0.00181844	0.00000000
2023-11-29	2023-11-29	2023-09	Amazon Prime (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	US	0	0.00213363	0.00000000
2023-11-29	2023-11-29	2023-09	Amazon Prime (Streaming)	Nuve	Achinthya	QZFYW2139612	195920988948	1	100	Song	IN	0	0.00110644	0.00000000
2023-11-29	2023-11-29	2023-09	Spotify	The Face	Let's Gogh!	QZFYW2139639	195920981253	1	100	Song	SE	0	0.00551456	0.00000000
2023-11-29	2023-11-29	2023-09	Spotify	The Face	Connect the Blots	QZFYW2139638	195920981253	1	100	Song	US	0	0.00246600	0.00000000
2023-11-29	2023-11-29	2023-09	Spotify	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	US	0	0.00532200	0.00000000
2023-11-29	2023-11-29	2023-09	Spotify	The Face	Baby with a Mustache	QZFYW2139633	195920981253	2	100	Song	SE	0	0.01102913	0.00000000
2023-11-29	2023-11-29	2023-09	Spotify	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	DE	0	0.00512781	0.00000000
2023-11-29	2023-11-29	2023-09	Spotify	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	2	100	Song	JP	0	0.00025856	0.00000000
2023-11-29	2023-11-29	2023-09	Spotify	The Face	Anomie	QZFYW2139631	195920981253	1	100	Song	US	0	0.00532200	0.00000000
2023-11-11	2023-11-11	2023-09	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	2	100	Song	OU	0	0.00001900	0.00000000
2023-11-11	2023-11-11	2023-09	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	4	100	Song	US	0	0.00003800	0.00000000
2023-11-07	2023-11-07	2023-09	TikTok	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	KH	0	0.00077745	0.00000000
2023-11-02	2023-11-02	2023-09	YouTube (Red)	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	US	0	0.01632299	0.00000000
2023-11-06	2023-11-06	2023-08	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	3	100	Song	OU	0	0.00002583	0.00000000
2023-11-06	2023-11-06	2023-08	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	15	100	Song	US	0	0.00012916	0.00000000
2023-11-06	2023-11-06	2023-07	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	5	100	Song	OU	0	0.00004264	0.00000000
2023-11-06	2023-11-06	2023-07	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	16	100	Song	US	0	0.00013644	0.00000000
2023-11-06	2023-11-06	2023-07	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	US	0	0.00045384	0.00000000
2023-11-06	2023-11-06	2023-06	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	21	100	Song	US	0	0.00020217	0.00000000
2023-11-06	2023-11-06	2023-06	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	13	100	Song	OU	0	0.00012515	0.00000000
2023-11-06	2023-11-06	2023-06	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	OU	0	0.00000963	0.00000000
2023-11-06	2023-11-06	2023-05	Facebook	The Face	Out Loud Not Allowed	QZFYW2139634	195920981253	1	100	Song	US	0	0.00051920	0.00000000
2023-11-06	2023-11-06	2023-05	Facebook	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	US	0	0.00051920	0.00000000
2023-11-06	2023-11-06	2023-05	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	7	100	Song	OU	0	0.00006905	0.00000000
2023-11-06	2023-11-06	2023-05	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	26	100	Song	US	0	0.00025648	0.00000000
2023-11-06	2023-11-06	2023-05	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	2	100	Song	OU	0	0.00001973	0.00000000
2023-11-06	2023-11-06	2023-04	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	4	100	Song	OU	0	0.00003855	0.00000000
2023-11-06	2023-11-06	2023-04	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	4	100	Song	US	0	0.00003855	0.00000000
2023-10-30	2023-10-30	2023-08	Apple Music	The Face	La Piel de la Memoria	QZFYW2139641	195920981253	1	100	Song	JP	0	0.00286546	0.00000000
2023-10-30	2023-10-30	2023-08	Apple Music	The Face	Mercury Will Burn First (feat. Matthew Houston)	QZFYW2139640	195920981253	1	100	Song	JP	0	0.00286546	0.00000000
2023-10-30	2023-10-30	2023-08	Apple Music	The Face	Let's Gogh!	QZFYW2139639	195920981253	1	100	Song	JP	0	0.00286546	0.00000000
2023-10-30	2023-10-30	2023-08	Apple Music	The Face	Connect the Blots	QZFYW2139638	195920981253	1	100	Song	JP	0	0.00286546	0.00000000
2023-10-30	2023-10-30	2023-08	Apple Music	The Face	Package Deluxe	QZFYW2139637	195920981253	1	100	Song	JP	0	0.00286546	0.00000000
2023-10-30	2023-10-30	2023-08	Apple Music	The Face	Weirdness Implied (feat. Hailey Burgin)	QZFYW2139636	195920981253	1	100	Song	JP	0	0.00286546	0.00000000
2023-10-30	2023-10-30	2023-08	Apple Music	The Face	Karmalized Catastrophe (feat. Brittany Harris)	QZFYW2139635	195920981253	1	100	Song	JP	0	0.00286546	0.00000000
2023-10-30	2023-10-30	2023-08	Apple Music	The Face	Baby with a Mustache	QZFYW2139633	195920981253	4	100	Song	US	0	0.03205402	0.00000000
2023-10-30	2023-10-30	2023-08	Apple Music	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	JP	0	0.00286546	0.00000000
2023-10-27	2023-10-27	2023-08	Spotify	The Face	Mercury Will Burn First (feat. Matthew Houston)	QZFYW2139640	195920981253	1	100	Song	US	0	0.00236700	0.00000000
2023-10-27	2023-10-27	2023-08	Spotify	The Face	Let's Gogh!	QZFYW2139639	195920981253	1	100	Song	US	0	0.00236700	0.00000000
2023-10-27	2023-10-27	2023-08	Spotify	The Face	Connect the Blots	QZFYW2139638	195920981253	2	100	Song	US	0	0.00728300	0.00000000
2023-10-27	2023-10-27	2023-08	Spotify	The Face	Package Deluxe	QZFYW2139637	195920981253	2	100	Song	US	0	0.00728300	0.00000000
2023-10-27	2023-10-27	2023-08	Spotify	The Face	Karmalized Catastrophe (feat. Brittany Harris)	QZFYW2139635	195920981253	2	100	Song	US	0	0.00728300	0.00000000
2023-10-27	2023-10-27	2023-08	Spotify	The Face	Out Loud Not Allowed	QZFYW2139634	195920981253	1	100	Song	US	0	0.00236700	0.00000000
2023-10-27	2023-10-27	2023-08	Spotify	The Face	Baby with a Mustache	QZFYW2139633	195920981253	4	100	Song	SE	0	0.02091514	0.00000000
2023-10-27	2023-10-27	2023-08	Spotify	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	US	0	0.00236700	0.00000000
2023-10-27	2023-10-27	2023-08	Spotify	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	CH	0	0.00063906	0.00000000
2023-10-27	2023-10-27	2023-08	Spotify	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	JP	0	0.00393927	0.00000000
2023-10-27	2023-10-27	2023-08	Spotify	The Face	Anomie	QZFYW2139631	195920981253	1	100	Song	US	0	0.00236700	0.00000000
2023-10-27	2023-10-27	2023-08	Spotify	The Face	The Perplexed Circumstance	QZFYW2139630	195920981253	1	100	Song	SE	0	0.00522905	0.00000000
2023-10-27	2023-10-27	2023-08	Spotify	The Face	The Perplexed Circumstance	QZFYW2139630	195920981253	2	100	Song	US	0	0.00728300	0.00000000
2023-10-27	2023-10-27	2023-03	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	3	100	Song	OU	0	0.00002451	0.00000000
2023-10-27	2023-10-27	2023-03	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	17	100	Song	US	0	0.00013889	0.00000000
2023-10-27	2023-10-27	2023-02	Facebook	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	US	0	0.00061855	0.00000000
2023-10-27	2023-10-27	2023-02	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	2	100	Song	OU	0	0.00001886	0.00000000
2023-10-27	2023-10-27	2023-02	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	13	100	Song	US	0	0.00012261	0.00000000
2023-10-27	2023-10-27	2023-01	Facebook	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	US	0	0.00127787	0.00000000
2023-10-27	2023-10-27	2023-01	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	7	100	Song	OU	0	0.00015075	0.00000000
2023-10-27	2023-10-27	2023-01	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	34	100	Song	US	0	0.00073222	0.00000000
2023-10-20	2023-10-20	2022-12	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	48	100	Song	OU	0	0.00022886	0.00000000
2023-10-20	2023-10-20	2022-12	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	208	100	Song	US	0	0.00099173	0.00000000
2023-10-20	2023-10-20	2022-11	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	8964	100	Song	OU	0	0.04584886	0.00000000
2023-10-20	2023-10-20	2022-11	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	5292	100	Song	CA	0	0.02706740	0.00000000
2023-10-20	2023-10-20	2022-11	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	55723	100	Song	US	0	0.28501072	0.00000000
2023-10-20	2023-10-20	2022-10	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	OU	0	0.00000476	0.00000000
2023-10-17	2023-10-17	2023-08	Amazon Unlimited (Streaming)	The Face	Confetti Memories	QZPLR2080224	195920977126	1	100	Song	DE	0	0.00684313	0.00000000
2023-10-17	2023-10-17	2023-08	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	3	100	Song	US	0	0.02615312	0.00000000
2023-10-17	2023-10-17	2023-08	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	2	100	Song	GB	0	0.03595849	0.00000000
2023-10-17	2023-10-17	2023-08	Amazon Unlimited (Streaming)	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	JP	0	0.00652909	0.00000000
2023-10-17	2023-10-17	2023-08	Amazon Unlimited (Streaming)	The Face	Anomie	QZFYW2139631	195920981253	1	100	Song	DE	0	0.00687152	0.00000000
2023-10-17	2023-10-17	2023-08	Amazon Unlimited (Streaming)	The Face	The Perplexed Circumstance	QZFYW2139630	195920981253	1	100	Song	DE	0	0.00687152	0.00000000
2023-10-17	2023-10-17	2023-08	Amazon Prime (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	2	100	Song	US	0	0.00619718	0.00000000
2023-10-17	2023-10-17	2023-08	Amazon Prime (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	2	100	Song	GB	0	0.00341579	0.00000000
2023-10-16	2023-10-16	2023-08	TikTok	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	KH	0	0.00072134	0.00000000
2023-10-13	2023-10-13	2023-07	NetEase	The Face	Package Deluxe	QZFYW2139637	195920981253	1	100	Song	US	0	0.00052705	0.00000000
2023-10-13	2023-10-13	2023-07	NetEase	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	US	0	0.00052705	0.00000000
2023-10-02	2023-10-02	2023-08	Pandora	The Face	Confetti Memories	QZPLR2080224	195920977126	1	100	Song	US	0	0.00517309	0.00000000
2023-09-29	2023-09-29	2023-07	Apple Music	The Face	Dr. Caligari	QZPLR2080228	195920977126	3	100	Song	IT	0	0.02959090	0.00000000
2023-09-29	2023-09-29	2023-07	Apple Music	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	JP	0	0.00653163	0.00000000
2023-09-22	2023-09-22	2023-07	Spotify	The Face	Time and Space	QZPLR2080225	195920977126	1	100	Song	US	0	0.00501400	0.00000000
2023-09-22	2023-09-22	2023-07	Spotify	The Face	Out Loud Not Allowed	QZFYW2139634	195920981253	1	100	Song	US	0	0.00377100	0.00000000
2023-09-22	2023-09-22	2023-07	Spotify	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	US	0	0.00377100	0.00000000
2023-09-22	2023-09-22	2023-07	Spotify	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	9	100	Song	JP	0	0.03636741	0.00000000
2023-09-22	2023-09-22	2023-07	Spotify	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	NO	0	0.00615997	0.00000000
2023-09-22	2023-09-22	2023-07	Spotify	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	NZ	0	0.00346780	0.00000000
2023-09-22	2023-09-22	2023-07	Spotify	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	US	0	0.00377100	0.00000000
2023-09-22	2023-09-22	2023-07	Spotify	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	CA	0	0.00178693	0.00000000
2023-09-19	2023-09-19	2023-07	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	US	0	0.00662798	0.00000000
2023-09-19	2023-09-19	2023-07	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	5	100	Song	US	0	0.05154591	0.00000000
2023-09-19	2023-09-19	2023-07	Amazon Prime (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	GB	0	0.00174948	0.00000000
2023-09-19	2023-09-19	2023-07	Amazon Prime (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	4	100	Song	US	0	0.01434232	0.00000000
2023-09-21	2023-09-21	2022-09	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	7	100	Song	US	0	0.00000321	0.00000000
2023-09-21	2023-09-21	2022-09	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	OU	0	0.00000046	0.00000000
2023-09-21	2023-09-21	2022-08	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	2	100	Song	OU	0	0.00000085	0.00000000
2023-09-21	2023-09-21	2022-08	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	3	100	Song	US	0	0.00000128	0.00000000
2023-09-21	2023-09-21	2022-07	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	4	100	Song	OU	0	0.00000130	0.00000000
2023-09-21	2023-09-21	2022-07	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	17	100	Song	US	0	0.00000554	0.00000000
2023-09-08	2023-09-08	2023-07	Snap	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	US	0	0.00160583	0.00000000
2023-09-08	2023-09-08	2023-06	Snap	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	FR	0	0.00440514	0.00000000
2023-09-08	2023-09-08	2023-06	NetEase	Nuve	Umbra (Es Hermoso)	QZFYW2138572	195920987712	1	100	Song	US	0	0.00011635	0.00000000
2023-09-08	2023-09-08	2023-05	Snap	Nuve	Khmer	QZFYW2139618	195920986432	2	100	Song	FR	0	0.00363213	0.00000000
2023-09-08	2023-09-08	2023-05	Snap	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	US	0	0.00181607	0.00000000
2023-09-08	2023-09-08	2023-05	Snap	Nuve	DeBachin	QZFYW2139613	195920988948	1	100	Song	IN	0	0.00181607	0.00000000
2023-09-08	2023-09-08	2023-04	Snap	Nuve	Khmer	QZFYW2139618	195920986432	2	100	Song	US	0	0.00368342	0.00000000
2023-08-31	2023-08-31	2023-06	Amazon Unlimited (Streaming)	The Face	Confetti Memories	QZPLR2080224	195920977126	1	100	Song	DE	0	0.01220059	0.00000000
2023-08-31	2023-08-31	2023-06	Amazon Unlimited (Streaming)	The Face	Out Loud Not Allowed	QZFYW2139634	195920981253	1	100	Song	US	0	0.00754226	0.00000000
2023-08-31	2023-08-31	2023-06	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	2	100	Song	US	0	0.01729325	0.00000000
2023-08-31	2023-08-31	2023-06	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	US	0	0.01264066	0.00000000
2023-08-31	2023-08-31	2023-06	Amazon Unlimited (Streaming)	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	FR	0	0.01467462	0.00000000
2023-08-31	2023-08-31	2023-06	Amazon Prime (Streaming)	The Face	Out Loud Not Allowed	QZFYW2139634	195920981253	1	100	Song	GB	0	0.00177879	0.00000000
2023-08-31	2023-08-31	2023-06	Amazon Prime (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	2	100	Song	GB	0	0.00762338	0.00000000
2023-08-31	2023-08-31	2023-06	Amazon Prime (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	US	0	0.00407140	0.00000000
2023-08-31	2023-08-31	2023-06	Amazon Prime (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	CA	0	0.00307090	0.00000000
2023-08-30	2023-08-30	2023-05	NetEase	Nuve	Umbra (Es Hermoso)	QZFYW2138572	195920987712	1	100	Song	US	0	0.00011842	0.00000000
2023-08-30	2023-08-30	2023-03	Snap	Nuve	Swy	QZFYW2139619	195920986432	1	100	Song	IN	0	0.00179333	0.00000000
2023-08-30	2023-08-30	2023-03	Snap	Nuve	Sama Sama	QZFYW2139616	195920986432	1	100	Song	IN	0	0.00179333	0.00000000
