Date Inserted	Reporting Date	Sale Month	Store	Artist	Title	ISRC	UPC	Quantity	Team Percentage	Song/Album	Country of Sale	Songwriter Royalties Withheld (USD)	Earnings (USD)	Recoup (USD)
2025-01-17	2025-01-17	2022-05	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	4	100	Song	CN	0	0.00161638	0.00000000
2025-01-17	2025-01-17	2022-04	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	CN	0	0.00005818	0.00000000
2025-01-17	2025-01-17	2022-04	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	7	100	Song	CN	0	0.00094328	0.00000000
2025-01-17	2025-01-17	2022-04	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	CN	0	0.00001803	0.00000000
2025-01-17	2025-01-17	2022-04	Tencent Direct Deal	Nuve	Sama Sama	QZFYW2139616	195920986432	2	100	Song	CN	0	0.00082130	0.00000000
2025-01-17	2025-01-17	2022-03	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	CN	0	0.00001634	0.00000000
2025-01-17	2025-01-17	2022-01	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	5	100	Song	CN	0	0.00253796	0.00000000
2025-01-17	2025-01-17	2022-01	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	2	100	Song	CN	0	0.00004829	0.00000000
2025-01-16	2025-01-16	2024-10	Deezer	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	BR	0	0.00347258	0.00000000
2025-01-16	2025-01-16	2021-12	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	CN	0	0.00003210	0.00000000
2025-01-16	2025-01-16	2021-12	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	2	100	Song	CN	0	0.00007302	0.00000000
2025-01-16	2025-01-16	2021-11	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	7	100	Song	CN	0	0.00137060	0.00000000
2025-01-16	2025-01-16	2021-11	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	9	100	Song	CN	0	0.00057213	0.00000000
2025-01-16	2025-01-16	2021-10	Tencent Direct Deal	The Face	Allegoric Red	QZPLR2080229	195920977126	1	100	Song	CN	0	0.00004938	0.00000000
2025-01-16	2025-01-16	2021-10	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	19	100	Song	CN	0	0.00438810	0.00000000
2025-01-16	2025-01-16	2021-10	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	4	100	Song	CN	0	0.00019753	0.00000000
2025-01-16	2025-01-16	2021-09	Tencent Direct Deal	The Face	Time and Space	QZPLR2080225	195920977126	1	100	Song	CN	0	0.00096388	0.00000000
2025-01-16	2025-01-16	2021-09	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	CN	0	0.00004178	0.00000000
2025-01-16	2025-01-16	2021-09	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	11	100	Song	CN	0	0.00221529	0.00000000
2025-01-16	2025-01-16	2021-08	Tencent Direct Deal	Nuve	Swy	QZFYW2139619	195920986432	1	100	Song	CN	0	0.00155340	0.00000000
2025-01-16	2025-01-16	2021-08	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	6	100	Song	CN	0	0.00778756	0.00000000
2025-01-16	2025-01-16	2021-08	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	18	100	Song	CN	0	0.00757136	0.00000000
2025-01-16	2025-01-16	2021-08	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	CN	0	0.00008013	0.00000000
2025-01-16	2025-01-16	2021-08	Tencent Direct Deal	Nuve	Dalat Fi (feat. Tammy)	QZFYW2139617	195920986432	1	100	Song	CN	0	0.00155340	0.00000000
2025-01-16	2025-01-16	2021-08	Tencent Direct Deal	Nuve	Sama Sama	QZFYW2139616	195920986432	2	100	Song	CN	0	0.00157396	0.00000000
2025-01-16	2025-01-16	2021-07	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	15	100	Song	CN	0	0.00643142	0.00000000
2025-01-16	2025-01-16	2021-07	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	16	100	Song	CN	0	0.00740327	0.00000000
2025-01-16	2025-01-16	2021-07	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	2	100	Song	CN	0	0.00018026	0.00000000
2025-01-16	2025-01-16	2021-06	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	37	100	Song	CN	0	0.01629271	0.00000000
2025-01-16	2025-01-16	2021-06	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	105	100	Song	CN	0	0.03333811	0.00000000
2025-01-16	2025-01-16	2021-06	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	2	100	Song	CN	0	0.00033039	0.00000000
2025-01-16	2025-01-16	2021-05	Tencent Direct Deal	Nuve	Swy	QZFYW2139619	195920986432	8	100	Song	CN	0	0.01175991	0.00000000
2025-01-16	2025-01-16	2021-05	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	176	100	Song	CN	0	0.07579166	0.00000000
2025-01-16	2025-01-16	2021-05	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	613	100	Song	CN	0	0.16644934	0.00000000
2025-01-16	2025-01-16	2021-05	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	6	100	Song	CN	0	0.00207853	0.00000000
2025-01-16	2025-01-16	2021-05	Tencent Direct Deal	Nuve	Dalat Fi (feat. Tammy)	QZFYW2139617	195920986432	7	100	Song	CN	0	0.01028992	0.00000000
2025-01-16	2025-01-16	2021-05	Tencent Direct Deal	Nuve	Sama Sama	QZFYW2139616	195920986432	8	100	Song	CN	0	0.01031954	0.00000000
2025-01-16	2025-01-16	2021-05	Tencent Direct Deal	Nuve	Half & Half (feat. Keek)	QZFYW2139611	195920988948	1	100	Song	CN	0	0.00146999	0.00000000
2025-01-16	2025-01-16	2021-04	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	2	100	Song	CN	0	0.00005508	0.00000000
2025-01-16	2025-01-16	2021-03	Tencent Direct Deal	The Face	Out Loud Not Allowed	QZFYW2139634	195920981253	1	100	Song	CN	0	0.00004754	0.00000000
2025-01-16	2025-01-16	2021-03	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	CN	0	0.00010731	0.00000000
2025-01-16	2025-01-16	2021-03	Tencent Direct Deal	Nuve	Dalat Fi (feat. Tammy)	QZFYW2139617	195920986432	2	100	Song	CN	0	0.00009508	0.00000000
2025-01-16	2025-01-16	2021-03	Tencent Direct Deal	Nuve	Dalat Fi (feat. Tammy)	QZFYW2139617	195920986432	1	100	Song	CN	0	0.00010731	0.00000000
2025-01-16	2025-01-16	2021-02	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	2	100	Song	CN	0	0.00011677	0.00000000
2025-01-16	2025-01-16	2021-01	Tencent Direct Deal	Nuve	Swy	QZFYW2139619	195920986432	1	100	Song	CN	0	0.00000754	0.00000000
2025-01-16	2025-01-16	2021-01	Tencent Direct Deal	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	CN	0	0.00000754	0.00000000
2025-01-12	2025-01-12	2024-11	Apple Music	The Face	La Piel de la Memoria	QZFYW2139641	195920981253	1	100	Song	MX	0	0.00160714	0.00000000
2025-01-12	2025-01-12	2024-11	Apple Music	The Face	Mercury Will Burn First (feat. Matthew Houston)	QZFYW2139640	195920981253	1	100	Song	FR	0	0.00447750	0.00000000
2025-01-12	2025-01-12	2024-11	Apple Music	The Face	Baby with a Mustache	QZFYW2139633	195920981253	6	100	Song	US	0	0.02769934	0.00000000
2025-01-12	2025-01-12	2024-11	Apple Music	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	PH	0	0.00174060	0.00000000
2025-01-11	2025-01-11	2024-11	Apple Music	The Face	Anesthesia	QZPLR2080226	195920977126	1	100	Song	JP	0	0.00245487	0.00000000
2025-01-09	2025-01-09	2024-09	Facebook	The Face	Let's Gogh!	QZFYW2139639	195920981253	1	100	Song	US	0	0.00033144	0.00000000
2025-01-09	2025-01-09	2024-09	Facebook	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	US	0	0.00033144	0.00000000
2025-01-09	2025-01-09	2024-09	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	2	100	Song	OU	0	0.00002341	0.00000000
2025-01-09	2025-01-09	2024-09	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	US	0	0.00001171	0.00000000
2025-01-09	2025-01-09	2024-09	Facebook	Nuve	DeBachin	QZFYW2139613	195920988948	1	100	Song	US	0	0.00033144	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Allegoric Red	QZPLR2080229	195920977126	4	100	Song	GB	0	0.04865633	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Allegoric Red	QZPLR2080229	195920977126	1	100	Song	TR	0	0.00080990	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Allegoric Red	QZPLR2080229	195920977126	1	100	Song	UA	0	0.00211119	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Dr. Caligari	QZPLR2080228	195920977126	6	100	Song	CA	0	0.02330953	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Dr. Caligari	QZPLR2080228	195920977126	1	100	Song	FI	0	0.00615621	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Dr. Caligari	QZPLR2080228	195920977126	1	100	Song	IT	0	0.00507159	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Dr. Caligari	QZPLR2080228	195920977126	1	100	Song	GB	0	0.01401732	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Dr. Caligari	QZPLR2080228	195920977126	1	100	Song	HK	0	0.00393368	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Dr. Caligari	QZPLR2080228	195920977126	1	100	Song	MY	0	0.00413908	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Dr. Caligari	QZPLR2080228	195920977126	1	100	Song	UA	0	0.00286987	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Through Silhouettes	QZPLR2080227	195920977126	1	100	Song	FR	0	0.00859311	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Through Silhouettes	QZPLR2080227	195920977126	3	100	Song	GB	0	0.03392942	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Through Silhouettes	QZPLR2080227	195920977126	1	100	Song	IL	0	0.00390220	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Through Silhouettes	QZPLR2080227	195920977126	1	100	Song	TR	0	0.00180287	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Through Silhouettes	QZPLR2080227	195920977126	1	100	Song	UA	0	0.00211119	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Through Silhouettes	QZPLR2080227	195920977126	3	100	Song	US	0	0.01345959	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Anesthesia	QZPLR2080226	195920977126	1	100	Song	ES	0	0.00425893	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Anesthesia	QZPLR2080226	195920977126	1	100	Song	GB	0	0.01401732	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Anesthesia	QZPLR2080226	195920977126	1	100	Song	RU	0	0.00184286	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Anesthesia	QZPLR2080226	195920977126	1	100	Song	KH	0	0.00168518	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Anesthesia	QZPLR2080226	195920977126	1	100	Song	US	0	0.00455604	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Time and Space	QZPLR2080225	195920977126	1	100	Song	BR	0	0.00351268	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Time and Space	QZPLR2080225	195920977126	1	100	Song	BE	0	0.01084297	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Time and Space	QZPLR2080225	195920977126	1	100	Song	ID	0	0.00343208	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Time and Space	QZPLR2080225	195920977126	1	100	Song	IN	0	0.00079596	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Time and Space	QZPLR2080225	195920977126	1	100	Song	TW	0	0.00357372	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Confetti Memories	QZPLR2080224	195920977126	1	100	Song	PH	0	0.00280107	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Confetti Memories	QZPLR2080224	195920977126	1	100	Song	RU	0	0.00184286	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Confetti Memories	QZPLR2080224	195920977126	1	100	Song	TW	0	0.00357372	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Confetti Memories	QZPLR2080224	195920977126	1	100	Song	US	0	0.00455604	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	La Piel de la Memoria	QZFYW2139641	195920981253	1	100	Song	US	0	0.00455604	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Mercury Will Burn First (feat. Matthew Houston)	QZFYW2139640	195920981253	1	100	Song	US	0	0.00897803	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Weirdness Implied (feat. Hailey Burgin)	QZFYW2139636	195920981253	1	100	Song	PH	0	0.00138325	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Baby with a Mustache	QZFYW2139633	195920981253	2	100	Song	CA	0	0.00698211	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	CH	0	0.01622249	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	BE	0	0.01084297	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Baby with a Mustache	QZFYW2139633	195920981253	2	100	Song	GB	0	0.01492373	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	ID	0	0.00350924	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	IN	0	0.00177213	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Baby with a Mustache	QZFYW2139633	195920981253	38	100	Song	US	0	0.17964395	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	BR	0	0.00351268	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	MY	0	0.00413908	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	RU	0	0.00184286	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	US	0	0.00455604	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Anomie	QZFYW2139631	195920981253	1	100	Song	CA	0	0.00322817	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Anomie	QZFYW2139631	195920981253	1	100	Song	BE	0	0.01084297	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Anomie	QZFYW2139631	195920981253	1	100	Song	ES	0	0.00368599	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Anomie	QZFYW2139631	195920981253	1	100	Song	GB	0	0.01401732	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Anomie	QZFYW2139631	195920981253	1	100	Song	QA	0	0.02397980	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	Anomie	QZFYW2139631	195920981253	1	100	Song	RU	0	0.00184286	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	The Perplexed Circumstance	QZFYW2139630	195920981253	1	100	Song	IT	0	0.01015393	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	The Perplexed Circumstance	QZFYW2139630	195920981253	1	100	Song	NL	0	0.00633250	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	The Perplexed Circumstance	QZFYW2139630	195920981253	1	100	Song	GB	0	0.01401732	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	The Perplexed Circumstance	QZFYW2139630	195920981253	2	100	Song	IN	0	0.00303167	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	The Perplexed Circumstance	QZFYW2139630	195920981253	2	100	Song	RU	0	0.00350676	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	The Perplexed Circumstance	QZFYW2139630	195920981253	1	100	Song	UA	0	0.00415982	0.00000000
2025-01-01	2025-01-01	2024-10	Apple Music	The Face	The Perplexed Circumstance	QZFYW2139630	195920981253	16	100	Song	US	0	0.07062761	0.00000000
2024-12-31	2024-12-31	2024-10	Apple Music	The Face	Through Silhouettes	QZPLR2080227	195920977126	1	100	Song	AU	0	0.00770396	0.00000000
2024-12-31	2024-12-31	2024-10	Apple Music	The Face	Anesthesia	QZPLR2080226	195920977126	4	100	Song	JP	0	0.01885185	0.00000000
2024-12-31	2024-12-31	2024-10	Apple Music	The Face	Anesthesia	QZPLR2080226	195920977126	4	100	Song	AU	0	0.02272035	0.00000000
2024-12-31	2024-12-31	2024-10	Apple Music	The Face	Confetti Memories	QZPLR2080224	195920977126	1	100	Song	JP	0	0.00486499	0.00000000
2024-12-31	2024-12-31	2024-10	Apple Music	The Face	La Piel de la Memoria	QZFYW2139641	195920981253	1	100	Song	JP	0	0.00486499	0.00000000
2024-12-31	2024-12-31	2024-10	Apple Music	The Face	Weirdness Implied (feat. Hailey Burgin)	QZFYW2139636	195920981253	1	100	Song	AU	0	0.00393819	0.00000000
2024-12-31	2024-12-31	2024-10	Apple Music	The Face	Baby with a Mustache	QZFYW2139633	195920981253	2	100	Song	AU	0	0.01134335	0.00000000
2024-12-31	2024-12-31	2024-10	Apple Music	The Face	The Perplexed Circumstance	QZFYW2139630	195920981253	2	100	Song	AU	0	0.00757758	0.00000000
2024-12-29	2024-12-28	2024-11	YouTube (Red)	The Face	Anesthesia	QZPLR2080226	195920977126	1	100	Song	DE	0	0.00631610	0.00000000
2024-12-29	2024-12-28	2024-11	YouTube (Red)	The Face	Time and Space	QZPLR2080225	195920977126	1	100	Song	DE	0	0.00631610	0.00000000
2024-12-29	2024-12-28	2024-11	YouTube (Red)	The Face	Mercury Will Burn First (feat. Matthew Houston)	QZFYW2139640	195920981253	1	100	Song	DE	0	0.00631610	0.00000000
2024-12-29	2024-12-28	2024-11	YouTube (Red)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	PE	0	0.00282374	0.00000000
2024-12-29	2024-12-28	2024-11	YouTube (Red)	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	2	100	Song	PE	0	0.00564747	0.00000000
2024-12-29	2024-12-28	2024-11	YouTube (Red)	The Face	Anomie	QZFYW2139631	195920981253	1	100	Song	PE	0	0.00282374	0.00000000
2024-12-29	2024-12-27	2024-11	YouTube (Ads)	The Face	La Piel de la Memoria	QZFYW2139641	195920981253	1	100	Song	AR	0	0.00024793	0.00000000
2024-12-27	2024-12-27	2024-09	Deezer	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	FR	0	0.00362521	0.00000000
2024-12-27	2024-12-27	2024-09	Deezer	The Face	The Perplexed Circumstance	QZFYW2139630	195920981253	1	100	Song	FR	0	0.00872680	0.00000000
2024-12-20	2024-12-20	2024-10	Tidal	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	2	100	Song	CA	0	0.01916428	0.00000000
2024-12-19	2024-12-19	2024-10	Amazon Unlimited (Streaming)	The Face	La Piel de la Memoria	QZFYW2139641	195920981253	1	100	Song	MX	0	0.00285670	0.00000000
2024-12-19	2024-12-19	2024-10	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	GB	0	0.01476818	0.00000000
2024-12-19	2024-12-19	2024-10	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	4	100	Song	US	0	0.04833864	0.00000000
2024-12-19	2024-12-19	2024-10	Amazon Prime (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	GB	0	0.00178175	0.00000000
2024-12-19	2024-12-19	2024-10	Amazon Prime (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	CA	0	0.00153091	0.00000000
2024-12-19	2024-12-19	2024-08	Facebook	The Face	Baby with a Mustache	QZFYW2139633	195920981253	2	100	Song	OU	0	0.00091420	0.00000000
2024-12-19	2024-12-19	2024-08	Facebook	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	US	0	0.00045710	0.00000000
2024-12-19	2024-12-19	2024-08	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	7	100	Song	OU	0	0.00010805	0.00000000
2024-12-19	2024-12-19	2024-08	Facebook	Nuve	Khmer	QZFYW2139618	195920986432	1	100	Song	US	0	0.00001544	0.00000000
2024-12-19	2024-12-19	2024-08	Facebook	Nuve	Umbra (Es Hermoso)	QZFYW2138572	195920987712	1	100	Song	OU	0	0.00001544	0.00000000
2024-12-18	2024-12-18	2024-10	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	1	100	Song	DE	0	0.01057177	0.00000000
2024-12-18	2024-12-18	2024-10	Amazon Unlimited (Streaming)	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	ES	0	0.00172458	0.00000000
2024-12-18	2024-12-18	2024-10	Amazon Prime (Streaming)	The Face	Allegoric Red	QZPLR2080229	195920977126	1	100	Song	ES	0	0.00100299	0.00000000
2024-12-18	2024-12-18	2024-10	Amazon Prime (Streaming)	The Face	Anesthesia	QZPLR2080226	195920977126	1	100	Song	ES	0	0.00100299	0.00000000
2024-12-18	2024-12-18	2024-10	Amazon Prime (Streaming)	The Face	Mercury Will Burn First (feat. Matthew Houston)	QZFYW2139640	195920981253	1	100	Song	ES	0	0.00100299	0.00000000
2024-12-10	2024-12-10	2024-10	Pandora	The Face	Anomie	QZFYW2139631	195920981253	1	100	Song	US	0	0.00350000	0.00000000
2024-12-10	2024-12-10	2024-10	Pandora	The Face	The Perplexed Circumstance	QZFYW2139630	195920981253	1	100	Song	US	0	0.00350000	0.00000000
2024-11-30	2024-11-30	2024-09	Apple Music	The Face	Dr. Caligari	QZPLR2080228	195920977126	2	100	Song	IT	0	0.01955998	0.00000000
2024-11-30	2024-11-30	2024-09	Apple Music	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	RU	0	0.00157650	0.00000000
2024-11-28	2024-11-28	2024-09	Apple Music	The Face	Anesthesia	QZPLR2080226	195920977126	1	100	Song	JP	0	0.00487475	0.00000000
2024-11-28	2024-11-28	2024-09	Apple Music	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	JP	0	0.00487475	0.00000000
2024-11-21	2024-11-21	2024-09	Amazon Unlimited (Streaming)	The Face	Confetti Memories	QZPLR2080224	195920977126	2	100	Song	MX	0	0.00666036	0.00000000
2024-11-21	2024-11-21	2024-09	Amazon Unlimited (Streaming)	The Face	Out Loud Not Allowed	QZFYW2139634	195920981253	1	100	Song	US	0	0.00784301	0.00000000
2024-11-21	2024-11-21	2024-09	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	4	100	Song	US	0	0.04176202	0.00000000
2024-11-20	2024-11-20	2024-09	Amazon Unlimited (Streaming)	The Face	Allegoric Red	QZPLR2080229	195920977126	1	100	Song	GB	0	0.01643142	0.00000000
2024-11-20	2024-11-20	2024-09	Amazon Unlimited (Streaming)	The Face	Dr. Caligari	QZPLR2080228	195920977126	1	100	Song	GB	0	0.01643142	0.00000000
2024-11-20	2024-11-20	2024-09	Amazon Unlimited (Streaming)	The Face	Through Silhouettes	QZPLR2080227	195920977126	1	100	Song	GB	0	0.01643142	0.00000000
2024-11-20	2024-11-20	2024-09	Amazon Unlimited (Streaming)	The Face	Anesthesia	QZPLR2080226	195920977126	1	100	Song	GB	0	0.01643142	0.00000000
2024-11-20	2024-11-20	2024-09	Amazon Unlimited (Streaming)	The Face	Time and Space	QZPLR2080225	195920977126	1	100	Song	GB	0	0.01643142	0.00000000
2024-11-20	2024-11-20	2024-09	Amazon Unlimited (Streaming)	The Face	Confetti Memories	QZPLR2080224	195920977126	1	100	Song	GB	0	0.01643142	0.00000000
2024-11-20	2024-11-20	2024-09	Amazon Unlimited (Streaming)	The Face	La Piel de la Memoria	QZFYW2139641	195920981253	1	100	Song	GB	0	0.01643142	0.00000000
2024-11-20	2024-11-20	2024-09	Amazon Unlimited (Streaming)	The Face	Mercury Will Burn First (feat. Matthew Houston)	QZFYW2139640	195920981253	2	100	Song	GB	0	0.03286284	0.00000000
2024-11-20	2024-11-20	2024-09	Amazon Unlimited (Streaming)	The Face	Let's Gogh!	QZFYW2139639	195920981253	1	100	Song	GB	0	0.01643142	0.00000000
2024-11-20	2024-11-20	2024-09	Amazon Unlimited (Streaming)	The Face	Connect the Blots	QZFYW2139638	195920981253	1	100	Song	GB	0	0.01643142	0.00000000
2024-11-20	2024-11-20	2024-09	Amazon Unlimited (Streaming)	The Face	Package Deluxe	QZFYW2139637	195920981253	1	100	Song	GB	0	0.01643142	0.00000000
2024-11-20	2024-11-20	2024-09	Amazon Unlimited (Streaming)	The Face	Weirdness Implied (feat. Hailey Burgin)	QZFYW2139636	195920981253	1	100	Song	GB	0	0.01643142	0.00000000
2024-11-20	2024-11-20	2024-09	Amazon Unlimited (Streaming)	The Face	Karmalized Catastrophe (feat. Brittany Harris)	QZFYW2139635	195920981253	1	100	Song	GB	0	0.01643142	0.00000000
2024-11-20	2024-11-20	2024-09	Amazon Unlimited (Streaming)	The Face	Out Loud Not Allowed	QZFYW2139634	195920981253	1	100	Song	GB	0	0.01643142	0.00000000
2024-11-20	2024-11-20	2024-09	Amazon Unlimited (Streaming)	The Face	Baby with a Mustache	QZFYW2139633	195920981253	3	100	Song	GB	0	0.04815722	0.00000000
2024-11-20	2024-11-20	2024-09	Amazon Unlimited (Streaming)	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	ES	0	0.01260207	0.00000000
2024-11-20	2024-11-20	2024-09	Amazon Unlimited (Streaming)	The Face	Violent Onsen Geishas (feat. Keek)	QZFYW2139632	195920981253	1	100	Song	GB	0	0.01643142	0.00000000
2024-11-20	2024-11-20	2024-09	Amazon Unlimited (Streaming)	The Face	Anomie	QZFYW2139631	195920981253	2	100	Song	GB	0	0.03286284	0.00000000
